"List of employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011  and business location in 2017 (January-June)",,,,, 
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved 
,,1752932 Alberta Ltd,"Kinuso, AB T0G 1K0",6322-Cooks,1
,,1753311 Alberta Ltd.,"Bonnyville, AB T9N 2G7",6311-Food service supervisors,1
,,1753441 Alberta Ltd.,"Beaumont, AB T4X 0G2",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,1753614 Alberta Ltd.,"Lethbridge, AB T1H 6H7",6211-Retail sales supervisors,1
,,1756991 Alberta Ltd,"Calgary, AB T3N 0W1",6311-Food service supervisors,1
,,1758818 AB Ltd.,"Calgary, AB T2W 0K1",6311-Food service supervisors,2
,,1763945 Alberta Ltd.,"Edmonton, AB T5T 5Z7",6322-Cooks,2
,,1765952 Alberta Ltd,"Calgary, AB T2T 0A4",1241-Administrative assistants,1
,,1768156 Alberta Ltd.,"Edmonton, AB T6X 2A1",6322-Cooks,1
,,1770773 Alberta Ltd,"Cochrane, AB T4C 0T4",0631-Restaurant and food service managers,1
,,1771292 Alberta Ltd.,"Fort McMurray, AB T9H 5G2",6322-Cooks,1
,,1773697 Alberta Ltd,"Edmonton, AB T6E 2A2",6421-Retail salespersons,2
,,1774826 AB Ltd,"Fort McMurray, AB T9K 0P7",6311-Food service supervisors,1
,,1777031 Alberta Ltd,"Athabasca, AB T9S 1H3",6322-Cooks,2
,,1777154 Alberta Ltd,"Wainwright, AB T9W 1B3",6322-Cooks,1
,,1777417 Alberta Ltd.,"Calgary, AB T3K 2X4",0631-Restaurant and food service managers,1
,,1778105 Alberta Ltd.,"Calgary, AB T2G 2A4",6311-Food service supervisors,1
,,1778372 Alberta Ltd.,"Edmonton, AB T5K 1X4",6311-Food service supervisors,1
,,1781679 Alberta Ltd,"Edmonton, AB T6E 4E4",0631-Restaurant and food service managers,1
,,1783844 Alberta Ltd,"Calgary, AB T2T 0C8",0631-Restaurant and food service managers,1
,,1785341 Alberta Ltd.,"Edmonton, AB T6T 1S2",6211-Retail sales supervisors,1
,,1786232 Alberta Ltd,"Calgary, AB T2M 0K9",6311-Food service supervisors,1
,,1789135 Alberta Ltd,"Slave Lake, AB T0G 2A0",6315-Cleaning supervisors,1
,,1789885 Alberta Ltd.,"Calgary, AB T2A 7X6",6311-Food service supervisors,1
,,1791096 Alberta Ltd.,"Calgary, AB T3J 3G1",6341-Hairstylists and barbers,1
,,1791398 Alberta Ltd,"Calgary, AB T2X 0M5",6311-Food service supervisors,2
,,1791507 Alberta Ltd.,"Grande Prairie, AB T8V 5M6",6322-Cooks,1
,,1793384 Alberta Inc,"Calgary, AB T2A 7X7",6311-Food service supervisors,1
,,1794635 Alberta Ltd,"Two Hills, AB T0B 4K0",6211-Retail sales supervisors,1
,,1795409 Alberta Ltd.,"Hinton, AB T7V 2G2",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,1796338 Alberta Ltd.,"Edmonton, AB T5T 5Z7",6322-Cooks,2
,,1797449 Alberta Ltd.,"Lloydminster, AB T9V 2X2",6211-Retail sales supervisors,1
,,179781 Alberta Ltd.,"Chestermere, AB T1X 0A4",6311-Food service supervisors,1
,,1802759 Alberta Inc,"Stony Plain, AB T7Z 2W7",6311-Food service supervisors,1
,,1804127 Alberta Ltd.,"Edmonton, AB T6H 0K8",6311-Food service supervisors,1
,,1810468 Alberta Inc.,"Calgary, AB T2Y 3B9",6311-Food service supervisors,1
,,1811366 Alberta Ltd.,"Edmonton, AB T5Z 3L2",6311-Food service supervisors,1
,,1812655 Alberta Ltd.,"Bonnyville, AB T9N 1A4",6211-Retail sales supervisors,1
,,1813088 Alberta Ltd,"Lethbridge, AB T1K 2P7",6322-Cooks,1
,,1814831 Alberta Ltd,"Calgary, AB T3C 1W5",6211-Retail sales supervisors,1
,,1815646 Alberta Ltd,"Barrhead, AB T7N 1A1",6211-Retail sales supervisors,1
,,1815852 Alberta Ltd,"Calgary, AB T2X 1N4",6322-Cooks,1
,,1816351 Alberta Ltd.,"Calgary, AB T2S 0B4",6322-Cooks,1
,,1818555 AB Ltd.,"Fort MacMurray, AB T9K 2V5",6322-Cooks,1
,,1819010 Alberta Ltd.,"Spruce Grove, AB T7X 1R1",6211-Retail sales supervisors,1
,,1819269 Alberta Ltd.,"Calgary, AB T2G 0B6",6322-Cooks,1
,,1819588 AB Ltd,"Rocky Mountain House, AB T4T 1A4",6322-Cooks,1
,,1822953 Alberta Ltd.,"Edmonton, AB T5S 2X4",6311-Food service supervisors,2
,,1823076 Alberta Ltd,"Edmonton, AB T5T 4M2",6311-Food service supervisors,1
,,1825399 Alberta Inc.,"Three Hills, AB T0M 2A0",6211-Retail sales supervisors,1
,,1825677 Alberta Ltd,"Edmonton, AB T6B 3S3",6211-Retail sales supervisors,1
,,1826572 Alberta Ltd,"Calgary, AB T2M 0J4",6311-Food service supervisors,2
,,1826945 Alberta Ltd.,"Sylvan Lake, AB T4S 0B6",6311-Food service supervisors,1
,,1827359 Alberta Ltd.,"Cold Lake, AB T9M 1K6",0631-Restaurant and food service managers,1
,,,,6311-Food service supervisors,3
,,,,6332-Bakers,2
,,1827804 Alberta Inc,"Edmonton, AB T6R 0T5","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,1832821 Alberta Ltd,"Leduc, AB T9E 6Z6",6322-Cooks,1
,,1833879 Alberta Ltd,"Calgary, AB T2Y 0J4",6341-Hairstylists and barbers,1
,,1834562 Alberta Ltd,"Edmonton, AB T6X 0P2",6311-Food service supervisors,3
,,1835737 Alberta Inc,"Spruce Grove, AB T7X 4B8",6311-Food service supervisors,2
,,1836075 Alberta Ltd.,"Calgary, AB T3J 0V1",6211-Retail sales supervisors,2
,,1836191 Alberta Ltd,"Edmonton, AB T6B 3S3",6311-Food service supervisors,1
,,1839320 Alberta Ltd.,"Edmonton, AB T6J 5P4",6341-Hairstylists and barbers,1
,,1845154 Alberta Ltd.,"Calgary, AB T2T 5R9",6322-Cooks,3
,,1845979 Alberta Ltd,"Okotoks, AB T1S 0B8",6322-Cooks,1
,,1847132 Alberta Ltd,"Fort Saskatchewan, AB T8L 1K6",6311-Food service supervisors,1
,,1847845 Alberta Ltd.,"Rocky Mountain House, AB T4T 1P2",6311-Food service supervisors,1
,,1848167 Alberta Ltd.,"Sherwood Park, AB T8A 6G3",0631-Restaurant and food service managers,1
,,1848219 Alberta Ltd.,"Calgary, AB T3N 0N8",6311-Food service supervisors,2
,,1850421 Alberta LTD. o/a Joko Convenience,"James River Brudge (Sundre), AB T0M 1X0",6211-Retail sales supervisors,1
,,1853012 Alberta Ltd.,"Edmonton, AB T5T 1L6",6211-Retail sales supervisors,1
,,1853102 Alberta Ltd.,"Leduc, AB T9E 6T2",6322-Cooks,3
,,1853862 Alberta Ltd.,"Calgary, AB T2P 1X3",6311-Food service supervisors,1
,,1855149 Alberta Ltd.,"Calgary, AB T2A 2P3",7612-Other trades helpers and labourers,1
,,1856551 Alberta Ltd.,"Edmonton, AB T6J 7B9",6311-Food service supervisors,1
,,1857531 Alberta Ltd,"High Level, AB T0H 1Z0","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1858578 AB Corporation o/a Ka Asian Cuisine,"Lloydminster, AB T9V 0B6",6322-Cooks,1
,,1858591 Alberta Inc.,"Calgary, AB T3G 5B1",6311-Food service supervisors,1
,,1859057 Alberta Ltd.,"Canmore, AB T1W 1E1",6322-Cooks,1
,,1859605 Alberta Ltd,"Edmonton, AB T6E 5S1",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,1860677 Alberta Corp.,"Calgary, AB T2Z 0N3",6311-Food service supervisors,1
,,,,6332-Bakers,1
,,1861574 Alberta Ltd,"Warburg, AB T0C 2T0",6211-Retail sales supervisors,1
,,1863170 Alberta Ltd,"Eckville, AB T0M 0X0",6311-Food service supervisors,1
,,1866039 Alberta Ltd.,"Foothills, AB T1S 4J9",6211-Retail sales supervisors,1
,,1868430 Alberta Ltd.,"Grande Prairie, AB T6V 2L3",6311-Food service supervisors,1
,,1869783 Alberta Ltd.,"Whitecourt, AB T7S 1N5",6211-Retail sales supervisors,1
,,1871031 Alberta Ltd.,"Bragg Creek, AB T0L 0K0",6322-Cooks,1
,,1871057 Alberta Inc.,"Airdrie, AB T4B 1S2",6322-Cooks,2
,,1871296 Alberta Inc.,"Spruce Grove, AB T7X 0T3",6322-Cooks,2
,,1873548 Alberta Ltd,"Red Deer, AB T4P 3E8",6315-Cleaning supervisors,1
,,1874684 Alberta Ltd.,"Lacombe, AB T4L 1K7",6211-Retail sales supervisors,1
,,1875368 Alberta Ltd.,"Fort Saskatchewan, AB T8L 0V6",6341-Hairstylists and barbers,1
,,1875785 Alberta Ltd. o/a The Rack,"Rocky Mountain House, AB T4T 1P2",6311-Food service supervisors,1
,,1876156 Alberta Ltd,"Airdrie, AB T4A 0H5",6311-Food service supervisors,1
,,1876901 Alberta Ltd,"Edmonton, AB T6A 3X5",6211-Retail sales supervisors,1
,,1878174 Alberta Ltd.,"Edmonton, AB T6V 0C1",6311-Food service supervisors,3
,,1878578 Alberta Ltd.,"Three Hills, AB T0M 2A0",6322-Cooks,1
,,1880154 Alberta Ltd.,"Red Deer, AB T4N 2J1","6562-Estheticians, electrologists and related occupations",1
,,1880602 Alberta Ltd.,"Spruce Grove, AB T7X 3N3",6322-Cooks,1
,,1881303 Alberta Ltd.,"St. Albert, AB T8N 1E8",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,1883656 Alberta Ltd.,"Wainwright, AB T9W 1L2",6311-Food service supervisors,1
,,1886647 Alberta Ltd,"Viking, AB T0B 4N0",6311-Food service supervisors,1
,,1889773 Alberta Ltd.,"Calgary, AB T2H 0L9",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,1889783 Alberta Ltd.,"Calgary, AB T3M 0S9",6311-Food service supervisors,1
,,1889917 Alberta Ltd.,"Calgary, AB T2H 0L8",0631-Restaurant and food service managers,1
,,,,6322-Cooks,1
,,1890326 Alberta Ltd,"Calgary, AB T2H 0L9",6211-Retail sales supervisors,2
,,,,6322-Cooks,1
,,,,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,1892961 Alberta Ltd,"Blackfalds, AB T4M 0K9",6311-Food service supervisors,1
,,1893433 Alberta Inc.,"Calgary, AB T3L 0A2",0631-Restaurant and food service managers,1
,,,,6311-Food service supervisors,1
,,1894602 Alberta Ltd.,"Olds, AB T4H 1E2",6315-Cleaning supervisors,1
,,1899562 Alberta Ltd.,"Calgary, AB T2W 0K1",6311-Food service supervisors,1
,,1900528 Alberta Ltd.,"Grande Prairie, AB T8V 3Y2",6311-Food service supervisors,4
,,,,6332-Bakers,1
,,1900699 Alberta Ltd,"Camrose, AB T4V 0J9",6311-Food service supervisors,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1902009 Alberta Ltd,"Redwater, AB T0A 2W0",6311-Food service supervisors,1
,,1902461 Alberta Ltd.,"Edmonton, AB T6W 1N7",6322-Cooks,7
,,1902521 Alberta Ltd.,"Vauxhall, AB T0K 2K0",6211-Retail sales supervisors,1
,,1907125 AB LTD.,"Calgary, AB T2W 1G8",6311-Food service supervisors,3
,,1907476 Alberta Ltd.,"Edmonton, AB T6X 0W6",6311-Food service supervisors,1
,,1907500 Alberta Ltd,"Edmonton, AB T0N 0A1",6322-Cooks,2
,,1908896 Alberta Ltd.,"Calgary, AB T2A 2N6",6311-Food service supervisors,1
,,1910014 Alberta Ltd.,"Calgary, AB T3J 5H2",6315-Cleaning supervisors,1
,,1910161 Alberta Ltd.,"Edmonton, AB T5Y 2W8",6311-Food service supervisors,1
,,1911165 Alberta Inc.,"Grande Prairie, AB T8V 4H5",6315-Cleaning supervisors,1
,,1912758 Alberta Ltd o/a Shawarma Palace and Convenience,"Fort McMurray, AB T9K 0T4",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,1913477 Alberta Ltd.,"Tofield, AB T0B 4J0",6211-Retail sales supervisors,2
,,1914090 Alberta Ltd.,"Beaumont, AB T4X 0G2","6711-Food counter attendants, kitchen helpers and related support occupations",3
,,1914405 Alberta Ltd,"Edmonton, AB T6J 6V1",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,1916547 Alberta Ltd,"Sherwood Park, AB T8A 4N5",6311-Food service supervisors,1
,,1917798 Alberta Ltd.,"Bruderheim, AB T0B 0S0",6211-Retail sales supervisors,1
,,1918448 Alberta Ltd.,"Cardston, AB T0K 0K0",6311-Food service supervisors,1
,,1918644 Alberta Ltd.,"Wainwright, AB T9W 1B3",6322-Cooks,2
,,1919089 Alberta Ltd.,"Stony Plain, AB T7Z 1T5",6322-Cooks,3
,,1919519 Alberta Ltd.,"Cochrane, AB T4C 1B5",6211-Retail sales supervisors,1
,,1919529 Alberta Ltd.,"Edmonton, AB T6T 0H9",6341-Hairstylists and barbers,2
,,1920737 Alberta Ltd,"Drayton Valley, AB T7A 1M4",6322-Cooks,1
,,1921358 Alberta Inc.,"Canmore, AB T1W 2S9",6311-Food service supervisors,2
,,1923204 Alberta Ltd.,"Edmonton, AB T6J 5P4",6311-Food service supervisors,2
,,1923317 Alberta Ltd. o/a Buck Lake Fas Gas Plus,"Buck Lake, AB T0C 0T0",6211-Retail sales supervisors,1
,,1923322 Alberta Inc,"Edmonton, AB T6R 2B3",6341-Hairstylists and barbers,1
,,1925250 Alberta Ltd.,"Athabasca, AB T9S 0B1",6211-Retail sales supervisors,1
,,1925576 Alberta Inc.,"Calgary, AB T1Y 6Z1",6322-Cooks,1
,,1926872 Alberta Ltd.,"Fort Vermilion, AB T0H 1N0",6211-Retail sales supervisors,1
,,,,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,1928790 AB Ltd,"Carstairs, AB T0M 0N0",6322-Cooks,1
,,1928969 Alberta Ltd.,"Valleyview, AB T0H 3N0",6311-Food service supervisors,1
,,1929550 Alberta Ltd,"Ponoka, AB T4J 1S1",6311-Food service supervisors,1
,,1932467 Alberta Ltd,"Lloydminster, AB T9V 0X5",6211-Retail sales supervisors,1
,,1933062 Alberta Inc.,"Grande Prairie, AB T8V 8H7",6315-Cleaning supervisors,1
,,1935806 Alberta Ltd,"Edmonton, AB T6R 3G9",6311-Food service supervisors,1
,,1937195 Alberta Ltd.,"Calgary, AB T2S 0B4",6311-Food service supervisors,1
,,1940697 Alberta Ltd,"Grande Prairie, AB T8V 1H1",6211-Retail sales supervisors,1
,,1944084 Alberta Ltd,"Spruce Grove, AB T7X 1R1",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,1945332 Alberta Ltd,"St Albert, AB T8N 3V4",6311-Food service supervisors,2
,,1946220 Alberta Ltd,"Edmonton, AB T5T 6Y3",6322-Cooks,2
,,1946605 Alberta Ltd,"Edmonton, AB T6L 6N3",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,1948119 Alberta Ltd,"Edmonton, AB T5J 1G1",6322-Cooks,1
,,1949799 Alberta Ltd.,"High Prairie, AB T0G 1E0",6211-Retail sales supervisors,1
,,1953221 Alberta Ltd.,"Lethbridge, AB T1K 6Z3","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1959909 Alberta Ltd.,"St. Albert, AB T8N 5S9",6311-Food service supervisors,2
,,1961336 Alberta Ltd.,"Lac La Biche, AB T0A 2C0",6211-Retail sales supervisors,1
,,1962059 Alberta Ltd.,"Calgary, AB T3C 0Z8",6311-Food service supervisors,1
,,1963378 Alberta Ltd,"Wainwright, AB T9W 1E3",6322-Cooks,1
,,1963809 Alberta Ltd.,"Edmonton, AB T6C 3P9",6322-Cooks,1
,,1964254 Alberta Ltd.,"Fort Saskatchewan, AB T8L 2C8",0631-Restaurant and food service managers,1
,,,,6311-Food service supervisors,1
,,1965038 Alberta Ltd.,"High River, AB T1V 2A9",6311-Food service supervisors,1
,,1972465 AB Ltd,"Brooks, AB T1R 0N8",6311-Food service supervisors,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1974848 Alberta Ltd.,"Calgary, AB T3H 2B5",6311-Food service supervisors,1
,,1975275 Alberta Ltd.,"Calgary, AB T2J 0P6",6311-Food service supervisors,1
,,1979001 Alberta Ltd.,"Calgary, AB T2N 1N4",6311-Food service supervisors,2
,,1979007 Alberta Ltd.,"Calgary, AB T2H 0J3",6311-Food service supervisors,2
,,1980847 Alberta Ltd.,"Fairview, AB T0H 1L0",6322-Cooks,1
,,1983282 Alberta Ltd,"Jasper, AB T0E 1E0",6211-Retail sales supervisors,1
,,1983371 Alberta Ltd,"Edmonton, AB T5Y 3E1",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,,,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,1985187 Alberta Limited,"Consort, AB T0C 1B0",6611-Cashiers,1
,,1985370 Alberta Ltd.,"Hinton, AB T7V 1T4",6211-Retail sales supervisors,1
,,1985603 Alberta Ltd.,"Edmonton, AB T6M 2W7",6311-Food service supervisors,1
,,1988887 Alberta Ltd,"Trochu, AB T0M 2C0",6211-Retail sales supervisors,1
,,1991710 Alberta Ltd.,"Calgary, AB T3P 0A3",6311-Food service supervisors,1
,,1992350 Alberta Ltd.,"Calgary, AB T3K 4K9",6211-Retail sales supervisors,2
,,1999179 Alberta Ltd.,"Millet, AB T0C 1Z0",6211-Retail sales supervisors,1
,,1999268 Alberta Ltd.,"Edmonton, AB T6W 0Z3",6311-Food service supervisors,1
,,2016329 Alberta Ltd.,"Edmonton, AB T6E 5X8",6322-Cooks,1
,,2019714 Alberta Ltd,"Canmore, AB T1W 1P4",6211-Retail sales supervisors,1
,,255509 Alberta Ltd,"Calgary, AB T2W 1G8",6322-Cooks,3
,,266686 Alberta Ltd,"Gleichen, AB T0J 1N0",6211-Retail sales supervisors,1
,,,,6311-Food service supervisors,1
,,272009 Alberta Ltd.,"Calgary, AB T2P 3C5",6311-Food service supervisors,1
,,291401 Alberta Ltd,"Stettler, AB T0C 2L0",6311-Food service supervisors,1
,,317411 Alberta Ltd.,"Lethbridge, AB T1K 6Z2",6322-Cooks,1
,,330493 Alberta Ltd,"Edson, AB T7E 1C3",6311-Food service supervisors,2
,,334154 Alberta Ltd o/a Best Investment Properties,"Calgary, AB T3E 4E5",1224-Property administrators,1
,,351971 Alberta Ltd,"Edmonton, AB T5T 1Y7",6311-Food service supervisors,1
,,368324 Alberta Ltd,"Banff, AB T1L 1A2",6322-Cooks,1
,,374711 Alberta Ltd,"Rocky Mountain House, AB T4T 1R5",6322-Cooks,1
,,379474 Alberta Ltd,"Calgary, AB T3E 5R7",0631-Restaurant and food service managers,1
,,385010 Alberta Ltd.,"Jasper, AB T0E 1E0",6322-Cooks,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",3
,,3856984 Canada Inc.,"Edmonton, AB T5T 3X8",6211-Retail sales supervisors,2
,,391480 Alberta Inc.,"Calgary, AB T2H 0L5",6311-Food service supervisors,1
,,393178 Alberta Ltd.,"Edmonton, AB T5G 3A6",5241-Graphic designers and illustrators,1
,,3BT's Investments Ltd.,"High Level, AB T0H 1Z0",6322-Cooks,3
,,413877 Alberta Ltd.,"Grassland, AB T0A 1V0",6211-Retail sales supervisors,1
,,,,6311-Food service supervisors,1
,,4515145 Canada Inc,"Rocky View, AB T4A 0G3",6311-Food service supervisors,1
,,490588 Alberta Inc,"Calgary, AB T2J 0P6",6311-Food service supervisors,2
,,490760 Alberta Ltd.,"Sylvan Lake, AB T4S 2J4",6315-Cleaning supervisors,1
,,496303 Alberta Ltd,"Onoway, AB T0E 1V0",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,496325 Alberta Ltd.,"Morinville, AB T8R 1S2",6211-Retail sales supervisors,1
,,500162 Alberta Ltd.,"Lake Louise, AB T0L 1E0",6322-Cooks,1
,,511633 Alberta Ltd,"Edmonton, AB T6A 3Z7",6311-Food service supervisors,1
,,521499 Alberta Ltd. O/A Crystal Lake Convenience Store,"Grande Prairie, AB T8V 7E7",6211-Retail sales supervisors,1
,,541337 Alberta Ltd,"Edmonton, AB T6J 5X8",6322-Cooks,1
,,544562 Alberta Ltd.,"Fort McMurray, AB T9H 4V8",6311-Food service supervisors,2
,,548137 Alberta Ltd.,"Fort McMurray, AB T9H 5E3",6311-Food service supervisors,1
,,556187 Alberta Ltd,"Cochrane, AB T4C 1M1",6311-Food service supervisors,1
,,556320 Alberta Ltd,"Fort McMurray, AB T9H 4K6",6211-Retail sales supervisors,5
,,5628874 Manitoba Ltd.,"Edmonton, AB T5A 4N2",6311-Food service supervisors,1
,,5628882 Manitoba Ltd./ Domino's Pizza,"Edmonton, AB T6G 4N9",6311-Food service supervisors,2
,,5628891 Manitoba Ltd.,"Edmonton, AB T6J 5M5",6311-Food service supervisors,1
,,576477 Alberta Ltd. o/a Beddington Heights Bottle Depot,"Calgary, AB T3K 5P4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,,,6211-Retail sales supervisors,1
,,582204 Alberta Ltd o/a Chopstix Restaurant,"Calgary, AB T2A 5S2",6322-Cooks,1
,,592365 Alberta Ltd,"Lethbridge, AB T1J 1Z9",6322-Cooks,4
,,596603 Alberta Ltd.,"Calgary, AB T2W 1E8",6322-Cooks,1
,,6024700 Manitoba Ltd.,"Edmonton, AB T5P 4R5",6311-Food service supervisors,1
,,608954 Alberta Ltd.,"Edmonton, AB T6R 3A6",6211-Retail sales supervisors,1
,,612645 Alberta Ltd,"Edmonton, AB T5T 6J6","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
,,623595 Alberta Ltd,"Calgary, AB T3E 0B6",6322-Cooks,3
,,6342915 Manitoba Ltd.,"Edmonton, AB T6T 0C6",6322-Cooks,1
,,635062 BC LTD dba Bubbles Car Wash,"Edmonton, AB T5K 2T8",6211-Retail sales supervisors,1
,,639890 Alberta Ltd o/a Seoul Country Restaurant,"Banff, AB T1L 1B1",6311-Food service supervisors,1
,,640738 Alberta Ltd,"Blackfalds, AB T0M 0J0",6315-Cleaning supervisors,1
,,640988 Alberta Ltd o/a Aspen Motor Inn & DV Food Store,"Drayton Valley, AB T7A 1M4",6211-Retail sales supervisors,1
,,641135 Alberta Ltd,"Edmonton, AB T5S 2X4",6311-Food service supervisors,1
,,644507 Alberta Ltd,"Vegreville, AB T9C 1K9",6311-Food service supervisors,1
,,648550 Alberta Ltd,"Red Deer, AB T4P 1K4",6311-Food service supervisors,2
,,649541 Alberta Inc,"Edmonton, AB T5A 5B5",6311-Food service supervisors,1
,,652391 Alberta Ltd.,"Stony Plain, AB T7Z 2L6",6322-Cooks,1
,,653459 Alberta Limited,"Cardston, AB T0K 0K0",6311-Food service supervisors,2
,,655674 AB Ltd,"High Level, AB T0H 1Z0",6525-Hotel front desk clerks,1
,,,,6731-Light duty cleaners,1
,,662642 Alberta Ltd,"Cold Lake, AB T9M 1P1",6311-Food service supervisors,2
,,,,6322-Cooks,1
,,663107 Alberta Ltd,"Bon Accord, AB T0A 0K0",6322-Cooks,1
,,666983 Alberta Ltd,"Calgary, AB T3M 0X3",6311-Food service supervisors,1
,,667508 Alberta Ltd.,"Pincher Creek, AB T0K 1W0",6731-Light duty cleaners,2
,,6704719 Canada Inc,"Okotoks, AB T1S 2J4",6311-Food service supervisors,1
,,6748333 Canada Inc,"Fox Creek, AB T0H 1P0",6311-Food service supervisors,1
,,678067 Alberta Ltd,"Hinton, AB T7V 2A1",6322-Cooks,2
,,681454 Alberta Ltd.,"Wabasca, AB T0G 2K0",6311-Food service supervisors,1
,,682175 Alberta Ltd,"Fox Creek, AB T0H 1P0","6313-Accommodation, travel, tourism and related services supervisors",1
,,,,6513-Food and beverage servers,1
,,688367 Alberta Ltd,"Beaumont, AB T4X 1E4","9619-Other labourers in processing, manufacturing and utilities",1
,,692007 Alberta Ltd.,"Edmonton, AB T5P 2P8",6322-Cooks,2
,,697665 Alberta Inc,"Edmonton, AB T5P 4S2",6311-Food service supervisors,1
,,697770 Alberta Inc,"Calgary, AB T2R 0L5",6311-Food service supervisors,1
,,698976 Alberta Ltd / Mac's Convenience Store,"Calgary, AB T3L 2H4",6211-Retail sales supervisors,1
,,6th Sense Investment Corp,"Edmonton, AB T6M 0K4",6211-Retail sales supervisors,1
,,701059 Alberta Ltd,"Calgary, AB T3B 3R6",6311-Food service supervisors,3
,,7036795 Canada Inc.,"Spruce Grove, AB T7X 0J6",6311-Food service supervisors,2
,,7051557 Canada Inc,"Calgary, AB T2W 1G8",6211-Retail sales supervisors,1
