"List of employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream,  National Occupational Classification (NOC) 2011 and business location in 2017 (July-September)",,,,, 
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved 
,,Spring Fresh Mat & Linen Rentals Ltd,"Grande Prairie, AB T8V 5W3","6741-Dry cleaning, laundry and related occupations",1
,,SS Stonebridge Del Fitness Corp,"Red Deer, AB T4P 0Z4",1221-Administrative officers,1
,,Stony Joe's Restaurant Inc o/a Original Joes Restaurant & Bar,"Spruce Grover, AB T7X 0A3",6322-Cooks,3
,,Subway Development 2000 Inc,"Calgary, AB T2A 3Y7",6311-Food service supervisors,1
,,Sunshine Food Inc,"Okotoks, AB T1S 0J4",6311-Food service supervisors,2
,,Supreme Windows and Doors (2005) Ltd.,"Edmonton, AB T5M 1V3","9535-Plastic products assemblers, finishers and inspectors",1
,,Sushi Boat (Sushi Bune) Inc.,"Calgary, AB T3A 5S3",6322-Cooks,1
,,Sushi Ichiban (Macleod) Ltd.,"Calgary, AB T2G 2R7",6311-Food service supervisors,1
,,Sushi Ichiban (Westbrook) Group Ltd,"Calgary, AB T3H 5T2",6311-Food service supervisors,1
,,Sylvan Jewellers Ltd,"Red Deer, AB T4R 3A2","6344-Jewellers, jewellery and watch repairers and related occupations",1
,,Synergy Griesbach INC,"Edmonton, AB T5E 6W1",0631-Restaurant and food service managers,1
,,,,6311-Food service supervisors,2
,,Synergy Tamarack Inc.,"Edmonton, AB T6T 1A7",6311-Food service supervisors,2
,,Tags Food & Gas,"Elk Point, AB T0A 1A0",6211-Retail sales supervisors,1
,,Taha Investments Ltd,"High River, AB T1V 0G4",6211-Retail sales supervisors,1
,,Taj Mahal Indian Cuisine (2012) Inc,"Calgary, AB T2G 0A8",6322-Cooks,1
,,TCB (Johnston) Holdings Ltd,"Grande Prairie, AB T8W 0C7",6311-Food service supervisors,1
,,Thai Tai Toasted Asian Sub & Grill Ltd,"Calgary, AB T2S 0B3",6311-Food service supervisors,2
,,The Canadian Brewhouse (Calgary) Ltd,"Edmonton, AB T6X 0A7",6322-Cooks,7
,,THE CANADIAN BREWHOUSE (FORT SASKATCHEWAN) LTD.,"Edmonton, AB T6X 0A7",6322-Cooks,3
,,The Canadian Brewhouse (Leduc) Ltd o/a The Canadian Brewhouse,"Edmonton, AB T6X 0A7",6322-Cooks,3
,,The Canadian Brewhouse (Lloydminster) Ltd,"Edmonton, AB T6X 0A7",6322-Cooks,4
,,The Canadian Brewhouse (Saskatoon) Ltd.,"Edmonton, AB T6X 0A7",6322-Cooks,3
,,The Canadian Brewhouse (Spruce Grove) Ltd,"Edmonton, AB T6X 0A7",6322-Cooks,5
,,The Himalayan Ltd,"Calgary, AB T3E 0B3",6322-Cooks,1
,,The Pizza Boxx,"Red Deer, AB T4N 6V9",6311-Food service supervisors,1
,,The Premier Marble Co. Ltd,"Edmonton, AB T6B 2H8",6211-Retail sales supervisors,1
,,The Sawridge Hotels Ltd. Partnership,"Jasper, AB T0E 1E0","6313-Accommodation, travel, tourism and related services supervisors",1
,,The Summit Cafe,"Canmore, AB T1W 1E1",6311-Food service supervisors,1
,,Thunderbirds Water Polo Club,"Edmonton, AB T6E 6C3","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Tire Kings Ltd,"Calgary, AB T2G 2A5",6315-Cleaning supervisors,1
,,Toltec Enterprises,"High Level, AB T0H 1Z0",6311-Food service supervisors,1
,,Top One Electrical Services Ltd.,"Edmonton, AB T6T 0R6",1311-Accounting technicians and bookkeepers,1
,,Top Touch Hair Salon Inc.,"Calgary, AB T3J 3Z5",6341-Hairstylists and barbers,2
,,Trademark Construction & Flooring Inc,"Edmonton, AB T6N 1H9",7295-Floor covering installers,2
,,Tsang 160 Inc.,"Edmonton, AB T5Z 0G3",6311-Food service supervisors,2
,,Unit Eight 73 Inc,"Edmonton, AB T5J 3N6",6311-Food service supervisors,1
,,Unit Two 73 Inc,"Edmonton, AB T5J 3N6",6311-Food service supervisors,1
,,Vicky's Bistro/Wine Bar Ltd,"Sherwood Park, AB T8A 4X3",6311-Food service supervisors,1
,,VNS Holding Ltd.,"Fort Saskatchewan, AB T8L 0L9","6313-Accommodation, travel, tourism and related services supervisors",1
,,Vosier Enterprises Inc. o/a  o/a Jugo Juice,"Calgary, AB T2S 1W6",6311-Food service supervisors,1
,,WEM Pizza Ltd,"Edmonton, AB T5T 4M2",6311-Food service supervisors,2
,,,,6322-Cooks,2
,,Westend Cafe Inc.,"Edmonton, AB T6E 4R7",6311-Food service supervisors,1
,,Western Granite & Stone Ltd.,"Calgary, AB T1Y 5E4",1221-Administrative officers,1
,,Westie Painting & Cleaning Ltd,"Edmonton, AB T6H 2C3",7294-Painters and decorators (except interior decorators),1
,,Whitecourt Pizza Inc.,"Whitecourt, AB T7S 0A2",6311-Food service supervisors,1
,,Whiterock Ventures Inc.,"Edmonton, AB T6P 1P6",7535-Other automotive mechanical installers and servicers,1
,,Wildrose Garments Mfg Ltd,"Edmonton, AB T5B 4W3","6342-Tailors, dressmakers, furriers and milliners",2
,,WL Restaurant Venture Inc.,"Drayton Valley, AB T7A 0A8",6311-Food service supervisors,1
,,YJ Alberta Ltd.,"Three Hills, AB T0M 2A0",6311-Food service supervisors,2
,,Young Motors (1971) Ltd,"Fort McMurray, AB T9H 4Y4",6315-Cleaning supervisors,1
,,Yumi's Hair Salon Ltd,"Edmonton, AB T6C 0K3",6341-Hairstylists and barbers,1
,,Yung Hsu's Investments Inc,"Calgary, AB T2H 0K8",6311-Food service supervisors,1
,,ZB Contracting Ltd,"Edmonton, AB T6K 3T7",7283-Tilesetters,1
,  Primary Agriculture,1246082 Alberta Ltd.,"Ardmore, AB T0A 0B0",8431-General farm workers,2
,,256961 Alberta Ltd,"Lethbridge, AB T1K 6Z8",8431-General farm workers,2
,,Attache Stables Ltd.,"Foothills (Calgary), AB T1S 3E7",0821-Managers in agriculture,1
,,,,"8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Barr-Ag Ltd,"Olds, AB T4H 1G6",8431-General farm workers,5
,,Bertens Holsteins Ltd,"Olds, AB T4H 1T8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,Bonnyville Forest Nursery Inc.,"Bonnyville, AB T9N 2M9",8432-Nursery and greenhouse workers,12
,,Cannan Farms Ltd,"Innisfree, AB T0B 2G0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Chinook Feeders Ltd,"Nanton, AB T0L 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Clover Four Farm Ltd,"Ponoka, AB T4J 1R2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Cyrus Bison Inc.,"Bonnyville, AB T9N 2H8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Entreprises Lavoie (1999) Inc,"St. Isidore, AB T0H 3B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Entreprises Macay Inc,"St. Isidore, AB T0H 3B0",8431-General farm workers,10
,,Grandview Cattle Feeders Ltd.,"Picture Butte, AB T0K 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",6
,,Hegedys Ranching Ltd.,"Acme, AB T0M 0A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Herradura Farms Ltd,"De Winton, AB T0L 0X0",0821-Managers in agriculture,1
,,Holtman Farms Ltd,"Taber, AB T1G 2E1",8431-General farm workers,5
,,JF Murray Farms Ltd,"Picture Butte, AB T0K 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Korova Feeders Ltd,"Acme, AB T0M 0A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,Kuhlmann's Market Gardens & Greenhouses Ltd,"Edmonton, AB T5Y 6L6",8432-Nursery and greenhouse workers,2
,,Majestic Growers Ltd,"Redcliff, AB T0J 2P0",8432-Nursery and greenhouse workers,10
,,Morinville Greenhouses Ltd,"Morinville, AB T8R 1S1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Nakashima Brothers Farms Ltd,"Burdett, AB T0K 0J0",8431-General farm workers,7
,,NBI Feedyards Pipestone Inc.,"Edmonton, AB T5L 4W1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,5
,,New Mars Dairy Ltd,"Millet, AB T0C 1Z0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Norbest Farms Ltd,"Edmonton, AB T5Y 6K3",8431-General farm workers,4
,,Partners In Pork Ltd,"Rimbey, AB T0C 2J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Philipsen Farm Ltd,"Lacombe, AB T4L 2N5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Prairie Land & Cattle Company Inc.,"Camrose, AB T4V 2M9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Prairie Rose Farms Ltd,"Arrowwood, AB T0L 0B0",8431-General farm workers,1
,,Rivervalley Produce Inc,"Yellowhead County, AB T7E 3H6",8431-General farm workers,3
,,Rolling Acres Greenhouses Ltd,"Redcliff, AB T0J 2P0",8432-Nursery and greenhouse workers,5
,,Setoguchi Farms Ltd,"Taber, AB T1G 1C8",8431-General farm workers,6
,,Signature Mushrooms Ltd.,"Ardrossan, AB T8E 2H6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,SILVER TOP DAIRY LTD,"Fort Macleod, AB T0L 2Z0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Smoky Lake Forest Nursery Ltd.,"Smoky Lake, AB T0A 3C0",8432-Nursery and greenhouse workers,10
,,Stigter's Greenhouses Ltd,"Redcliff, AB T0J 2P0",8432-Nursery and greenhouse workers,14
,,Sudo Farms Ltd,"Lethbridge, AB T1J 4P4",8431-General farm workers,1
,,Tegart Apiaries Honey Farms Ltd,"Fairview, AB T0H 1L0",8431-General farm workers,1
,,Tri-T Farms (2005) Ltd,"Vauxhall, AB T0K 2K0",8431-General farm workers,4
,,Van Der Stoel Pollinating Ltd.,"Enchant, AB T0K 0V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,van Iron Farms Ltd.,"Iron Springs, AB T0K 1G0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Van Raay Paskal Farms Ltd,"Picture Butte, AB T0K 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,Woudwijk Farms Ltd,"Cranford, AB T0K 0R0",8431-General farm workers,6
,,Yippees Spuds Ltd,"Taber, AB T1G 2C7",8431-General farm workers,4
, Global Talent,8660816 Canada Corporation,"Edmonton, AB T6X 0M8",2171-Information systems analysts and consultants,1
,,Application Management Inc,"Calgary, AB T3E 7K1",2171-Information systems analysts and consultants,1
,,Dynastream Innovations Inc,"Cochrane, AB T4C 0S4",2174-Computer programmers and interactive media developers,1
,Permanent Resident Only,1018159 Alberta Ltd,"Calgary, AB T2A 6X1",6322-Cooks,1
,,1142458 Alberta Ltd,"Calgary, AB T2H 0L8",6321-Chefs,1
,,1440270 Alberta Ltd.,"Calgary, AB T2A 0R6",6211-Retail sales supervisors,1
,,1465432 Alberta Ltd.,"Edmonton, AB T6T 0H2",1221-Administrative officers,1
,,1694711 Alberta Inc,"Calgary, AB T3J 2A1","7284-Plasterers, drywall installers and finishers and lathers",1
,,7220961 Canada Inc.,"Edmonton, AB T6X 1Y1","7305-Supervisors, motor transport and other ground transit operators",1
,,A1 Accounting and Tax Services,"Edmonton, AB T6L 5Z8",1311-Accounting technicians and bookkeepers,1
,,Anshuman Bawa Professional Corporation,"Calgary, AB T3J 3K9",1242-Legal administrative assistants,1
,,Barlow Electrical Services Ltd,"Calgary, AB T3J 2W4",1241-Administrative assistants,1
,,Cory's Aqua Plumbing Inc,"Calgary, AB T3P 0P1",1221-Administrative officers,1
,,Danny Desaulniers Professional Corporation,"Okotoks, AB T1S 0B2",3122-Chiropractors,1
,,Edmonton Japanese (Nikkei) Christian Church,"Edmonton, AB T5B 1W3",4154-Professional occupations in religion,1
,,Euro Marble Tiles & Granite Ltd,"Edmonton, AB T5J 3N1","7284-Plasterers, drywall installers and finishers and lathers",2
,,G&C Reddemann Investment Ltd.,"High Level, AB T0H 1Z0",6211-Retail sales supervisors,2
,,Globalhire Placement Services Inc.,"Edmonton, AB T6B 3S3",1311-Accounting technicians and bookkeepers,1
,,GT Autotransportation Ltd,"Calgary, AB T2V 1W9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Kinjal-Aryan Enterprise Ltd.,"Edmonton, AB T6L 7E8",6211-Retail sales supervisors,1
,,Lazarus Group Ltd.,"Edmonton, AB T5E 6C2",6311-Food service supervisors,1
,,Namskar Fine East Indian Cuisine Ltd,"Calgary, AB T2E 1J8",6311-Food service supervisors,1
,,Neat Industries Inc.,"Calgary, AB T3G 0B4",6315-Cleaning supervisors,1
,,Oasis Dental Lab Inc.,"Edmonton, AB T5J 1Z4","3223-Dental technologists, technicians and laboratory assistants",1
,,Restaurex Corporation,"Sherwood Park, AB T8H 0B8",1221-Administrative officers,1
,,Royal Design Centre,"Calgary, AB T2E 6R7",7283-Tilesetters,4
,,,,7295-Floor covering installers,8
,,Spruce Grove 73 Inc o/a Pizza 73,"Edmonton, AB T5J 3N6",6311-Food service supervisors,1
,,Vita Nuova Ventures Inc,"Hinton, AB T7V 1S8",6311-Food service supervisors,1
,,Whissell Equipment Ltd,"Calgary, AB T2Z 3R7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
British Columbia,    High Wage,0765399 BC Ltd.,"Delta, BC V4C 2R3",0621-Retail and wholesale trade managers,1
,,0834836 BC Ltd.,"Burnaby, BC V5C 6T1",7271-Carpenters,1
,,0862766 BC Ltd.,"Surrey, BC V4N 1B4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,0868779 BC Ltd.,"Vernon, BC V1T 5B9",7322-Motor vehicle body repairers,1
,,0910059 BC Ltd (Sphere Construction),"Surrey, BC V3W 1N6",7282-Concrete finishers,5
,,0938995 BC Ltd,"Abbotsford, BC V2T 5K8",7511-Transport truck drivers,3
,,0945362 BC Ltd,"Port Coquitlam, BC V3C 3L8",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,0960159 B.C. Ltd.,"Richmond, BC V7C 0B1",1225-Purchasing agents and officers,1
,,0966875 B.C. Ltd.,"Coquitlam, BC V3K 6V2",6221-Technical sales specialists - wholesale trade,1
,,0967668 BC Ltd.,"Surrey, BC V4N 6G7",7271-Carpenters,2
,,0978194 BC Ltd.,"Abbotsford, BC V2T 0C5",0631-Restaurant and food service managers,1
,,0981111 BC Ltd.,"Burnaby, BC V5H 3W3",0621-Retail and wholesale trade managers,1
,,0999696 B.C. Ltd,"Courtenay, BC V9N 1G8","0016-Senior managers - construction, transportation, production and utilities",1
,,1 Vision Enterprises Inc.,"Surrey, BC V3X 0C6",6211-Retail sales supervisors,1
,,1010049 B.C. Ltd.,"Surrey, BC V4N 0G2",6322-Cooks,1
,,101193185 Saskatchewan Ltd.,"Coquitlam, BC V3B 6B4",6315-Cleaning supervisors,1
,,1012181 BC Ltd,"Surrey, BC V3S 1T1",6211-Retail sales supervisors,1
,,1015982 BC Ltd.,"Surrey, BC V3V 0C6",0631-Restaurant and food service managers,1
,,,,6311-Food service supervisors,1
,,1020215 BC Ltd,"North Vancouver, BC V7M 2E8",6322-Cooks,1
,,1025573 BC Ltd,"Vancouver, BC V5X 0B1","0124-Advertising, marketing and public relations managers",1
,,1027755 B.C. Ltd DBA Petro Canada,"Surrey, BC V3W 1P8",0621-Retail and wholesale trade managers,1
,,1061563 BC Ltd,"Vancouver, BC V6A 2E5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,,,6222-Retail and wholesale buyers,1
,,1071669 BC Ltd,"Delta, BC V4M 0B3",0631-Restaurant and food service managers,2
,,1073905 B.C. Ltd.,"Ladysmith, BC V9G 1T9",6322-Cooks,1
,,1092260 B.C. Ltd.,"Vancouver, BC V6K 2H5",0621-Retail and wholesale trade managers,1
,,1096741 BC Ltd,"Vancouver, BC V5M 2A1",6322-Cooks,1
,,1097278 B.C. Ltd.,"Vancouver, BC V5T 3G2","0651-Managers in customer and personal services, n.e.c.",1
,,1107788 B.C. Ltd,"Burnaby, BC V5J 2A1",7521-Heavy equipment operators (except crane),1
,,1110404 BC Ltd.,"Vancouver, BC V5Y 1R2",0631-Restaurant and food service managers,1
,,12 Kings Pub Inc,"Vancouver, BC V5R 5K6",6322-Cooks,2
,,18 Wheels Logistics Ltd.,"Burnaby, BC V3N 2M5",0714-Facility operation and maintenance managers,1
,,20/20 Plumbing Ltd.,"Abbotsford, BC V2T 5B6",7251-Plumbers,2
,,21 Century Trading Inc.,"Delta, BC V4G 0A2",6222-Retail and wholesale buyers,1
,,24/7 Plumbing & Heating Ltd.,"Surrey, BC V3S 0Z1",7251-Plumbers,2
,,3 Pro Home Improvement,"Vancouver, BC V5X 2N5",7294-Painters and decorators (except interior decorators),1
,,462284 BC Ltd.,"Surrey, BC V3S 3Y2",0621-Retail and wholesale trade managers,1
,,485975 BC Ltd.,"Chilliwack, BC V2R 4E8",1221-Administrative officers,1
,,495472B.C Ltd.,"Richmond, BC V6X 3R8","1213-Supervisors, library, correspondence and related information workers",1
,,555 Pizza Ltd.,"Surrey, BC V3V 4B5",6322-Cooks,2
,,611017 BC Ltd,"Golden, BC V0A 1H0",6315-Cleaning supervisors,1
,,648039 BC Ltd,"Vancouver, BC V6Z 1L2",0631-Restaurant and food service managers,1
,,,,6322-Cooks,1
,,679712 BC Ltd,"Maple Ridge, BC V2X 5G3","7204-Contractors and supervisors, carpentry trades",3
,,680868 BC Ltd.,"Port Coquitlam, BC V3B 5Y9",0621-Retail and wholesale trade managers,1
,,777 Construction Ltd.,"Vancouver, BC V5X 3T6","7204-Contractors and supervisors, carpentry trades",1
,,,,"7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,,,7611-Construction trades helpers and labourers,5
,,A & B Holdings Inc.,"Surrey, BC V3W 2V3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
,,A & G Ceramic Tiles Ltd,"Coquitlam, BC V3E 2W1",7283-Tilesetters,2
,,A Deep Stucco Ltd.,"Surrey, BC V3V 2H4","7284-Plasterers, drywall installers and finishers and lathers",3
,,A J Framing Ltd.,"Surrey, BC V3V 7A9","7302-Contractors and supervisors, heavy equipment operator crews",1
,,A&S Nagra Plumbing Ltd.,"Surrey, BC V3W 5S1",7251-Plumbers,1
,,A.K. Landscaping Services Ltd.,"Surrey, BC V3S 3P3","7302-Contractors and supervisors, heavy equipment operator crews",1
,,A.K.R. Insulation & Rebar Ltd.,"Vancouver, BC V5X 2G3","7302-Contractors and supervisors, heavy equipment operator crews",3
,,A1 Kahlon Construction Ltd.,"North Vancouver, BC V7R 3E4",7271-Carpenters,1
,,Able & Remarkable Mortgages Inc.,"Surrey, BC V3W 1Z1",1221-Administrative officers,1
,,Abra Preserve Inc,"Vernon, BC V1T 2X7",7322-Motor vehicle body repairers,2
,,Access Countertops Ltd.,"Kamloops, BC V2C 5P5","9414-Concrete, clay and stone forming operators",1
,,Acciona Infrastructure Canada Inc,"Vancouver, BC V7X 1J1",0711-Construction managers,2
,,"Acciona Infrastructure Canada Inc., Petrowest Corporation et al.","Fort St. John, BC V1J 4H6",2131-Civil engineers,1
,,Accurate Metal Powder Coating Ltd.,"Surrey, BC V3W 3A6",1221-Administrative officers,1
,,Adorable Enterprises Ltd.,"Delta, BC V4C 7X6",6315-Cleaning supervisors,1
,,Advanced Seal Limited,"Port Coquitlam, BC V3B 4A3",7292-Glaziers,2
,,Aekum Development Ltd,"Vancouver, BC V6B 2W9",7241-Electricians (except industrial and power system),2
,,Affinity Manufacturing Ltd.,"Surrey, BC V3W 1B3",1221-Administrative officers,1
,,,,7237-Welders and related machine operators,1
,,AHIP Management Ltd.,"Vancouver, BC V6C 3L2",0125-Other business services managers,1
,,Airnet Communications Inc.,"Coquitlam, BC V3B 5R5",7246-Telecommunications installation and repair workers,1
,,Ajit Framing Ltd,"Surrey, BC V3W 4C9","7284-Plasterers, drywall installers and finishers and lathers",1
,,AK Electric Ltd.,"Coquitlam, BC V3B 7K4",7242-Industrial electricians,1
,,Akal Khalsa World Sikh Martial Art Ltd.,"Surrey, BC V3S 6B1","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Akal Security Ltd.,"Kelowna, BC V1Y 0B5",0112-Human resources managers,1
,,Alliance Concrete Pumps Inc.,"Aldergrove, BC V4W 2W5","9536-Industrial painters, coaters and metal finishing process operators",1
,,Allstar Holdings Inc.,"Vancouver, BC V5L 1T5","7384-Other trades and related occupations, n.e.c.",1
,,Amazon Canada Fulfillment Services Inc.,"Vancouver, BC V6B 0M3",0213-Computer and information systems managers,14
,,,,2173-Software engineers and designers,118
,,,,2174-Computer programmers and interactive media developers,1
,,Amer Sports Canada Inc.,"North Vancouver, BC V7H 1A8","0016-Senior managers - construction, transportation, production and utilities",1
,,,,"0124-Advertising, marketing and public relations managers",1
,,Amour Beauty Lounge Ltd.,"Langley, BC V3Y 3C2","0651-Managers in customer and personal services, n.e.c.",1
,,Amtek Electric Ltd.,"Richmond, BC V6X 1M1",7241-Electricians (except industrial and power system),2
,,Anta Enterprises Inc.,"Burnaby, BC V3N 2Y1",7511-Transport truck drivers,3
,,APM Transportation Inc.,"Langley, BC V2Z 3A4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,APNA Y XPRESS LTD.,"Surrey, BC V3V 1M2",7511-Transport truck drivers,2
,,Apple Mechanic Limited,"Surrey, BC V3W 0X1",7251-Plumbers,2
,,Apple Transport Ltd,"Surrey, BC V3S 3R5",7511-Transport truck drivers,4
,,APS Truck & Trailer Repair Ltd.,"Abbotsford, BC V2T 6L4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
